TransactionID,Sale_Date,Sale_Time,CustomerID,Gender,Customer_Age,Product_Category,Quantity_Sold,Unit_Price,Cost_Of_Goods_Sold,Total_Revenue
10000059,14-11-2020,18:28,100061,Male,62,Pharmaceuticals,1,150,27,150
10000060,04-12-2020,18:15,100091,Male,30,Personal care,3,150,60.5,450
10000061,07-07-2021,11:47,10004,Male,21,Personal care,4,150,20,600
10000062,16-09-2021,12:54,100050,Male,18,Personal care,2,150,26.5,300
10000063,03-02-2020,11:49,1000127,Male,57,Furniture,2,125,6.25,250
10000064,15-11-2020,06:34,10007,Male,49,Pharmaceuticals,4,125,8.5,500
10000065,11-12-2020,20:03,100084,Male,51,Furniture,4,1500,160,6000
10000066,18-06-2021,22:49,10003,Female,45,Furniture,1,130,9,130
10000067,19-08-2021,20:19,1000119,Female,48,Personal care,4,1300,129,5200
10000068,15-12-2020,09:06,1000146,Male,25,Furniture,1,1300,84,1300
10000069,14-11-2021,22:44,10001,Female,56,Personal care,3,125,8.5,375
10000070,27-12-2020,10:48,1000147,Female,43,Pharmaceuticals,1,1300,84,1300
10000071,16-02-2021,19:11,100032,Female,51,Personal care,4,125,11.5,500
10000072,06-12-2021,19:19,10005,Female,20,Furniture,4,1500,195,6000
10000073,14-01-2020,21:47,100042,Male,29,Furniture,3,130,9,390
10000074,05-10-2021,19:50,100056,Female,18,Personal care,4,1500,205,6000
10000075,15-05-2021,20:51,1000110,Male,61,Personal care,4,150,13.5,600
10000076,09-09-2021,07:33,100070,Female,22,Furniture,2,150,14.5,300
10000077,07-04-2020,20:45,100044,Female,47,Pharmaceuticals,2,150,24,300
10000078,17-02-2021,21:08,100068,Female,47,Pharmaceuticals,3,1500,265,4500
10000079,13-04-2021,10:15,10001,Male,34,Personal care,1,1300,96,1300
10000080,22-10-2021,16:51,100082,Female,64,Pharmaceuticals,2,130,12.3,260
10000081,07-06-2021,22:48,10004,Male,40,Furniture,1,150,14.5,150
10000082,08-09-2020,12:55,100085,Female,32,Personal care,4,150,15,600
10000083,27-11-2020,15:57,100056,Male,54,Furniture,2,150,16.5,300
10000084,10-11-2021,17:17,100089,Female,38,Furniture,3,130,10.2,390
10000085,03-09-2020,08:05,100068,Male,31,Pharmaceuticals,3,150,19,450
10000086,29-09-2021,18:55,100069,Male,19,Personal care,3,130,15.6,390
10000087,07-09-2020,18:09,1000104,Female,28,Personal care,2,150,15.5,300
10000088,16-02-2021,08:31,1000122,Male,56,Pharmaceuticals,1,1500,185,1500
10000089,30-12-2021,21:15,1000117,Female,55,Furniture,4,1500,590,6000
10000090,10-09-2021,17:53,10003,Female,51,Furniture,1,130,13.5,130
10000091,14-04-2021,06:31,1000152,Female,55,Furniture,1,1500,235,1500
10000092,21-03-2020,19:41,100010,Female,51,Furniture,4,130,8.7,520
10000093,25-01-2020,20:52,1000148,Female,35,Personal care,4,1500,140,6000
10000094,13-03-2021,22:39,10005,Female,47,Personal care,2,1500,250,3000
10000095,06-11-2020,19:57,1000103,Female,32,Pharmaceuticals,2,130,7.5,260
10000096,22-11-2021,14:10,100062,Female,44,Pharmaceuticals,2,1300,84,2600
10000097,26-11-2020,18:17,1000112,Female,51,Personal care,2,1500,555,3000
10000098,09-04-2021,19:41,10001,Female,55,Personal care,2,150,19.5,300
10000099,19-11-2021,15:12,100071,Female,50,Furniture,4,1300,132,5200
100000100,08-02-2020,19:34,100021,Male,41,Furniture,1,130,9.3,130
100000101,08-01-2020,08:46,100024,Male,32,Pharmaceuticals,2,1300,135,2600
100000102,17-04-2021,21:34,10005,Female,47,Personal care,2,125,7.25,250
100000103,12-11-2020,10:05,100033,Female,59,Pharmaceuticals,1,125,10.75,125
100000104,09-06-2020,22:58,1000129,Female,34,Personal care,2,1500,190,3000
100000105,18-06-2021,18:05,100082,Female,22,Furniture,1,1500,230,1500
100000106,17-05-2021,18:58,10001,Female,46,Pharmaceuticals,1,150,15,150
100000107,06-10-2020,09:18,100075,Female,21,Pharmaceuticals,4,1300,78,5200
100000108,24-01-2021,09:38,10005,Female,27,Personal care,3,125,13.5,375
100000109,06-09-2021,19:57,100094,Female,34,Furniture,4,1500,560,6000
100000110,18-11-2020,17:28,1000149,Male,27,Pharmaceuticals,3,1300,99,3900
100000111,15-04-2021,09:45,10005,Female,34,Furniture,3,1500,130,4500
100000112,25-12-2021,18:44,100057,Male,37,Pharmaceuticals,3,1500,165,4500
100000113,08-10-2020,19:14,100072,Female,41,Furniture,2,125,26.25,250
100000114,17-04-2020,20:57,100092,Female,22,Personal care,4,125,9.25,500
100000115,02-09-2020,19:21,100067,Male,51,Pharmaceuticals,3,1500,255,4500
100000116,22-06-2021,20:04,100058,Female,23,Pharmaceuticals,1,130,15,130
100000117,04-08-2021,11:38,10008,Male,19,Furniture,2,1500,230,3000
100000118,13-03-2021,20:07,10003,Female,30,Furniture,4,1500,270,6000
100000119,01-09-2021,09:11,1000127,Female,60,Pharmaceuticals,3,150,27.5,450
100000120,31-03-2021,19:35,10004,Male,60,Personal care,1,150,12.5,150
100000121,07-10-2021,18:57,1000110,Female,28,Furniture,4,150,54.5,600
100000122,01-12-2021,19:02,10001,Male,64,Furniture,4,130,35.4,520
100000123,11-08-2021,19:00,10003,Female,40,Furniture,2,130,11.7,260
100000124,24-12-2020,21:17,100083,Male,33,Pharmaceuticals,4,1500,515,6000
100000125,28-09-2020,18:48,1000137,Male,48,Pharmaceuticals,2,150,19,300
100000126,01-11-2020,18:16,100063,Female,28,Pharmaceuticals,3,130,28.8,390
100000127,20-05-2021,19:37,100040,Female,33,Pharmaceuticals,2,125,7.5,250
100000128,21-12-2020,22:22,100077,Male,25,Personal care,1,1500,180,1500
100000129,17-04-2021,17:42,10001,Female,21,Personal care,2,1300,75,2600
100000130,19-06-2021,06:21,1000114,Female,57,Pharmaceuticals,1,1500,125,1500
100000131,29-09-2021,22:32,100044,Female,21,Personal care,2,1300,375,2600
100000132,22-11-2021,20:34,100086,Male,42,Furniture,4,150,62,600
100000133,23-06-2020,09:01,100070,Male,20,Furniture,3,1300,87,3900
100000134,25-08-2020,09:03,1000132,Male,49,Furniture,1,150,16,150
100000135,18-04-2020,07:22,1000104,Male,20,Pharmaceuticals,2,125,13,250
100000136,26-12-2021,08:59,100025,Male,44,Furniture,2,1300,141,2600
100000137,10-09-2020,20:42,100066,Male,46,Personal care,2,1500,125,3000
100000138,27-04-2021,10:56,1000127,Male,49,Pharmaceuticals,4,150,26.5,600
100000139,15-09-2021,14:03,1000113,Male,36,Personal care,4,1500,230,6000
100000140,07-07-2020,20:20,100061,Male,38,Furniture,1,130,14.4,130
100000141,01-11-2020,19:26,100054,Female,22,Furniture,1,150,59,150
100000142,08-04-2020,10:05,100061,Male,35,Furniture,4,1300,138,5200
100000143,11-02-2021,22:20,1000118,Female,45,Pharmaceuticals,1,150,27.5,150
100000144,26-03-2020,22:18,1000119,Female,59,Personal care,3,1500,255,4500
100000145,06-11-2020,19:21,100064,Female,39,Pharmaceuticals,3,125,27.5,375
100000146,10-11-2020,22:01,100074,Male,38,Pharmaceuticals,4,150,49,600
100000147,12-11-2020,20:30,1000101,Male,23,Furniture,1,1300,297,1300
100000148,03-07-2021,20:39,10005,Male,18,Pharmaceuticals,2,130,9.9,260
100000149,14-10-2021,17:52,100073,Male,22,Pharmaceuticals,3,125,27,375
100000150,13-04-2020,08:25,100089,Female,,Furniture,4,130,16.2,520
100000151,12-10-2021,15:49,1000108,Male,29,Pharmaceuticals,1,150,18,150
100000152,16-06-2020,11:58,1000120,Male,43,Furniture,4,1500,210,6000
100000153,19-11-2021,15:52,100062,Male,63,Furniture,2,1500,195,3000
100000154,24-12-2020,17:47,100024,Male,51,Furniture,3,1300,321,3900
100000155,18-07-2021,18:05,10003,Male,31,Furniture,4,1500,150,6000
100000156,02-12-2020,19:34,100060,Female,43,Pharmaceuticals,4,125,7,500
100000157,15-05-2020,21:59,100098,Male,62,Furniture,4,1500,170,6000
100000158,21-01-2020,11:38,1000141,Female,44,Furniture,2,1300,132,2600
100000159,10-11-2020,21:30,100042,Male,26,Pharmaceuticals,4,150,23.5,600
100000160,20-07-2020,17:08,1000127,Female,43,Pharmaceuticals,2,150,26.5,300
100000161,01-07-2021,06:58,1000104,Male,64,Personal care,2,1500,195,3000
100000162,11-04-2021,19:37,1000118,Male,39,Pharmaceuticals,2,130,9,260
100000163,31-10-2020,09:38,1000144,Female,64,Pharmaceuticals,3,150,23,450
100000164,28-02-2021,18:26,10003,Female,47,Personal care,3,1500,185,4500
100000165,24-09-2020,19:01,100075,Female,60,Pharmaceuticals,4,1300,318,5200
100000166,28-01-2021,11:42,100032,Male,34,Pharmaceuticals,4,1500,225,6000
100000167,21-09-2021,20:58,100073,Female,43,Pharmaceuticals,3,150,49,450
100000168,29-04-2020,09:20,1000138,Male,53,Pharmaceuticals,1,1300,102,1300
100000169,28-11-2020,18:47,100073,Male,18,Personal care,3,1500,145,4500
100000170,21-09-2021,20:46,1000125,Female,25,Pharmaceuticals,2,125,12.5,250
100000171,14-10-2020,20:10,1000109,Female,52,Pharmaceuticals,3,1300,126,3900
100000172,21-10-2020,18:09,100052,Male,32,Personal care,2,125,28,250
100000173,19-12-2021,17:30,100085,Male,64,Furniture,4,130,14.1,520
100000174,15-11-2021,06:07,10002,Female,39,Personal care,1,1300,126,1300
100000175,25-01-2021,10:02,100023,Female,31,Furniture,4,125,12.5,500
100000176,26-05-2021,18:15,100053,Female,43,Personal care,2,150,25.5,300
100000177,24-03-2021,08:40,100030,Male,45,Personal care,2,150,26.5,300
100000178,11-10-2021,17:51,1000142,Male,40,Pharmaceuticals,2,130,34.2,260
100000179,07-10-2021,20:42,1000121,Male,31,Furniture,1,1300,375,1300
100000180,05-11-2020,10:47,1000117,Male,41,Pharmaceuticals,3,1300,129,3900
100000181,06-11-2021,19:59,100079,Male,19,Furniture,4,1300,327,5200
100000182,21-06-2021,19:27,100027,Male,62,Personal care,4,130,10.2,520
100000183,01-09-2020,19:22,100028,Female,43,Personal care,3,1300,375,3900
100000184,13-02-2020,06:44,1000128,Male,31,Furniture,4,150,17,600
100000185,27-06-2020,09:48,100057,Male,24,Pharmaceuticals,1,125,7,125
100000186,31-03-2020,18:15,100092,Male,20,Pharmaceuticals,4,150,23.5,600
100000187,20-02-2020,20:19,100088,Female,64,Pharmaceuticals,2,150,21,300
100000188,31-08-2021,18:50,10003,Male,40,Pharmaceuticals,3,125,8.5,375
100000189,02-01-2020,09:44,1000143,Male,63,Personal care,1,150,14.5,150
100000190,25-01-2021,17:56,10002,Female,60,Personal care,3,130,10.5,390
100000191,22-12-2021,21:24,100071,Male,64,Personal care,1,125,28.25,125
100000192,08-11-2020,08:05,1000134,Male,62,Personal care,2,150,13,300
100000193,27-03-2020,10:40,100055,Male,35,Personal care,3,1500,180,4500
100000194,11-10-2021,19:27,1000116,Male,55,Pharmaceuticals,4,150,51.5,600
100000195,14-08-2020,11:51,100010,Male,52,Pharmaceuticals,1,130,9.3,130
100000196,29-12-2021,19:14,100043,Female,32,Pharmaceuticals,3,1300,312,3900
100000197,03-04-2020,11:57,100014,Female,42,Pharmaceuticals,4,150,25.5,600
100000198,21-05-2020,11:42,100030,Female,54,Personal care,3,1300,114,3900
100000199,26-10-2021,21:34,100053,Male,45,Personal care,3,1500,135,4500
100000200,09-10-2020,22:29,1000130,Male,27,Personal care,3,150,60,450
100000201,13-10-2020,19:08,1000105,Male,56,Furniture,1,125,29.75,125
100000202,25-01-2021,06:24,100061,Female,34,Pharmaceuticals,4,1300,120,5200
100000203,12-03-2021,21:33,10004,Male,56,Pharmaceuticals,2,1500,175,3000
100000204,10-09-2020,21:04,1000101,Male,39,Personal care,1,125,31.25,125
100000205,22-11-2020,17:20,100088,Female,43,Pharmaceuticals,1,125,25.5,125
100000206,02-09-2020,18:18,100031,Male,61,Pharmaceuticals,1,125,11.75,125
100000207,06-08-2021,08:34,10003,Female,42,Personal care,2,125,10.25,250
100000208,21-10-2021,20:56,1000144,Female,34,Furniture,4,150,57,600
100000209,03-09-2020,12:22,100061,Female,30,Furniture,4,150,14,600
100000210,07-10-2021,08:50,10002,Male,37,Furniture,4,150,19,600
100000211,12-09-2020,14:02,100054,Male,42,Personal care,3,1500,235,4500
100000212,12-10-2021,18:13,1000105,Male,21,Pharmaceuticals,3,1500,215,4500
100000213,13-08-2021,20:48,1000113,Male,27,Personal care,3,1500,275,4500
100000214,05-11-2020,16:31,100053,Male,20,Personal care,2,130,8.1,260
100000215,03-10-2020,21:20,1000101,Male,58,Pharmaceuticals,3,1500,145,4500
100000216,04-11-2020,17:28,1000141,Male,62,Furniture,2,150,26.5,300
100000217,02-05-2020,17:01,100017,Female,35,Furniture,4,150,26.5,600
100000218,24-11-2020,20:39,1000144,Male,64,Personal care,3,130,33.9,390
100000219,16-09-2021,22:34,100079,Female,53,Furniture,3,130,10.2,390
100000220,07-05-2020,06:44,1000138,Male,64,Personal care,1,1500,140,1500
100000221,27-11-2021,21:01,10003,Male,39,Personal care,2,1300,111,2600
100000222,07-01-2021,18:56,10004,Male,51,Pharmaceuticals,4,130,10.5,520
100000223,15-01-2020,11:18,100061,Female,64,Pharmaceuticals,1,125,12,125
100000224,11-11-2020,21:32,100099,Female,25,Pharmaceuticals,1,150,24,150
100000225,05-03-2020,07:37,100085,Female,57,Personal care,4,125,12.75,500
100000226,23-09-2020,17:02,100069,Female,61,Pharmaceuticals,1,150,57.5,150
100000227,15-11-2021,19:19,100087,Male,36,Furniture,2,150,50.5,300
100000228,03-04-2021,20:26,10004,Female,59,Furniture,2,130,10.8,260
100000229,09-11-2021,19:23,100092,Male,58,Personal care,3,130,36.9,390
100000230,26-03-2021,17:44,10005,Male,54,Personal care,1,125,12.5,125
100000231,09-07-2020,07:02,100050,Female,23,Pharmaceuticals,3,150,26.5,450
100000232,12-08-2020,07:14,1000150,Female,43,Personal care,1,125,12.75,125
100000233,03-09-2020,13:09,100081,Female,51,Personal care,2,1300,132,2600
100000234,09-12-2021,17:42,100064,Female,62,Furniture,2,125,13.75,250
100000235,10-03-2020,10:13,1000132,Female,23,Furniture,2,1500,275,3000
100000236,01-04-2021,22:18,10005,Female,54,Pharmaceuticals,1,125,6.5,125
100000237,11-04-2020,08:54,1000105,Female,50,Personal care,2,1500,165,3000
100000238,10-05-2020,11:52,100020,Female,39,Personal care,1,1500,150,1500
100000239,19-09-2020,19:34,10001,Male,38,Furniture,3,1500,165,4500
100000240,05-11-2020,11:49,100095,Female,23,Personal care,1,1300,123,1300
100000241,19-12-2021,20:21,1000108,Female,23,Furniture,3,125,26.75,375
100000242,01-10-2021,18:28,10001,Male,21,Pharmaceuticals,1,125,8,125
100000243,24-06-2021,18:02,10005,Female,47,Furniture,3,1300,156,3900
100000244,14-09-2021,13:57,1000101,Male,28,Personal care,2,150,20.5,300
100000245,01-12-2021,21:41,100075,Male,47,Pharmaceuticals,3,130,36,390
100000246,07-12-2021,20:05,10004,Female,48,Furniture,2,125,13.25,250
100000247,23-12-2020,17:56,100082,Male,41,Furniture,2,130,31.5,260
100000248,02-07-2020,07:11,10005,Male,26,Pharmaceuticals,3,1300,126,3900
100000249,28-09-2020,20:17,1000109,Male,20,Pharmaceuticals,1,150,53.5,150
100000250,24-12-2020,23:00,100091,Male,48,Furniture,1,150,60.5,150
100000251,15-09-2020,21:00,1000141,Female,57,Personal care,4,150,62.5,600
100000252,05-05-2021,17:37,10001,Male,54,Furniture,1,1300,84,1300
100000253,30-09-2020,21:26,100066,Female,53,Pharmaceuticals,4,1500,525,6000
100000254,14-12-2020,22:45,1000104,Male,41,Furniture,1,1500,165,1500
100000255,15-10-2021,11:44,100019,Male,48,Pharmaceuticals,1,130,14.7,130
100000256,09-01-2020,08:05,10003,Male,23,Pharmaceuticals,2,1500,270,3000
100000257,10-12-2020,08:49,1000130,Male,19,Personal care,4,1500,165,6000
100000258,29-12-2021,17:40,1000109,Female,37,Pharmaceuticals,1,150,22,150
100000259,11-03-2021,20:26,100093,Female,45,Pharmaceuticals,4,150,22.5,600
100000260,19-01-2021,21:09,1000107,Male,28,Personal care,2,130,10.5,260
100000261,06-02-2020,17:48,100016,Male,21,Pharmaceuticals,2,125,8.25,250
100000262,15-09-2021,20:33,100030,Female,32,Personal care,4,130,12.6,520
100000263,04-05-2020,21:48,1000133,Male,23,Personal care,2,130,34.8,260
100000264,26-12-2020,11:03,1000111,Male,47,Pharmaceuticals,3,1300,150,3900
100000265,24-11-2020,12:12,100080,Male,55,Pharmaceuticals,3,1300,132,3900
100000266,12-09-2020,18:26,100066,Female,19,Furniture,2,130,14.4,260
100000267,19-11-2020,17:53,100084,Female,32,Personal care,3,130,12,390
100000268,14-04-2020,08:26,100093,Female,28,Furniture,1,130,8.7,130
100000269,19-09-2020,11:31,100087,Male,25,Pharmaceuticals,4,1500,250,6000
100000270,17-12-2020,17:46,100084,Male,43,Furniture,1,1300,117,1300
100000271,12-09-2021,18:23,100044,Female,62,Personal care,4,130,9.3,520
100000272,10-06-2020,11:57,1000112,Female,61,Furniture,2,150,27.5,300
100000273,26-09-2021,20:24,10001,Female,22,Personal care,1,150,14.5,150
100000274,14-04-2021,07:12,10004,Female,23,Pharmaceuticals,2,1500,150,3000
100000275,05-03-2021,11:34,10002,Male,43,Pharmaceuticals,2,1500,260,3000
100000276,18-10-2021,21:27,100040,Female,21,Personal care,4,125,27.5,500
100000277,03-07-2021,22:10,1000139,Male,36,Pharmaceuticals,4,125,12.25,500
100000278,22-12-2021,11:42,100071,Female,37,Pharmaceuticals,4,125,13.5,500
100000279,10-08-2021,17:29,100038,Male,50,Pharmaceuticals,1,1500,210,1500
100000280,17-11-2021,09:35,100076,Female,37,Pharmaceuticals,3,1500,240,4500
100000281,18-09-2021,20:09,10004,Female,29,Personal care,4,1500,275,6000
100000282,05-10-2021,17:39,100010,Female,64,Furniture,4,150,56,600
100000283,01-06-2021,20:08,10003,Female,18,Furniture,1,1500,165,1500
100000284,12-11-2020,09:17,1000129,Male,43,Pharmaceuticals,4,150,20.5,600
100000285,01-12-2021,18:14,1000107,Female,31,Furniture,1,125,13.5,125
100000286,05-10-2020,22:56,100092,Male,55,Furniture,2,125,27.75,250
100000287,26-08-2020,11:07,100088,Male,54,Pharmaceuticals,4,125,10,500
100000288,02-05-2020,09:59,100027,Male,28,Pharmaceuticals,4,130,12,520
100000289,09-09-2021,20:29,1000107,Male,53,Furniture,2,130,8.1,260
100000290,08-12-2021,21:39,100086,Female,30,Personal care,2,1300,342,2600
100000291,22-11-2020,08:29,100015,Male,60,Pharmaceuticals,2,1300,126,2600
100000292,10-10-2020,06:33,1000111,Male,20,Personal care,4,1300,141,5200
100000293,27-05-2021,19:04,10004,Male,50,Furniture,3,130,9.6,390
100000294,09-10-2021,09:24,100089,Female,23,Pharmaceuticals,3,130,15.3,390
100000295,01-02-2020,20:23,100080,Female,27,Personal care,3,1300,105,3900
100000296,31-12-2020,22:44,100073,Female,22,Pharmaceuticals,4,1300,369,5200
100000297,12-09-2020,21:09,100070,Female,40,Furniture,2,1500,595,3000
100000298,05-10-2021,19:05,10003,Male,27,Personal care,4,1300,84,5200
100000299,25-01-2021,20:03,100076,Male,61,Furniture,2,1500,230,3000
100000300,08-01-2020,09:41,1000138,Female,19,Furniture,4,150,26.5,600
100000301,30-07-2021,10:58,1000104,Male,30,Pharmaceuticals,4,130,9.6,520
100000302,09-02-2021,17:51,100026,Male,57,Personal care,2,1300,135,2600
100000303,22-04-2020,11:09,100054,Male,19,Furniture,3,130,14.7,390
100000304,23-03-2021,18:35,100059,Female,37,Furniture,2,130,15.6,260
100000305,22-03-2021,22:09,10004,Female,18,Personal care,1,130,14.4,130
100000306,04-01-2020,22:05,1000148,Male,54,Furniture,1,150,26.5,150
100000307,11-11-2020,22:54,100032,Female,26,Furniture,2,125,8.5,250
100000308,31-03-2020,19:12,1000130,Female,34,Personal care,4,1300,126,5200
100000309,12-10-2021,15:39,100078,Female,26,Personal care,1,125,9,125
100000310,10-11-2020,21:34,100076,Female,28,Personal care,1,125,31,125
100000311,20-11-2021,21:01,100061,Female,32,Personal care,4,125,9.75,500
100000312,31-10-2020,18:08,100018,Male,41,Pharmaceuticals,4,130,28.5,520
100000313,16-12-2021,10:03,100011,Female,55,Personal care,3,1500,140,4500
100000314,15-10-2021,07:37,10001,Male,52,Pharmaceuticals,4,130,7.8,520
100000315,03-07-2021,18:53,1000122,Male,47,Pharmaceuticals,2,130,15,260
100000316,01-02-2021,17:25,10003,Female,48,Pharmaceuticals,2,125,13.75,250
100000317,04-05-2020,07:54,1000117,Male,22,Furniture,3,130,12,390
100000318,22-10-2021,21:26,100057,Male,61,Pharmaceuticals,1,125,29.25,125
100000319,07-11-2020,18:50,1000145,Male,31,Pharmaceuticals,1,1500,500,1500
100000320,20-04-2020,08:35,100057,Female,28,Furniture,4,1300,159,5200
100000321,24-09-2021,19:53,100030,Female,26,Furniture,2,125,9.5,250
100000322,19-10-2020,06:11,100013,Male,51,Furniture,1,1500,125,1500
100000323,21-01-2020,08:22,100097,Female,29,Personal care,3,1300,150,3900
100000324,15-11-2020,17:52,100054,Female,52,Furniture,3,150,49,450
100000325,16-09-2021,22:02,10006,Female,52,Furniture,2,125,31.25,250
100000326,23-11-2021,19:51,1000108,Female,18,Pharmaceuticals,3,125,24.25,375
100000327,13-09-2021,18:30,1000107,Male,57,Furniture,3,150,56,450
100000328,29-10-2021,06:56,10009,Male,39,Personal care,2,150,27,300
100000329,27-10-2020,07:42,100052,Female,46,Furniture,4,125,8,500
100000330,11-10-2020,20:18,1000116,Female,25,Personal care,4,150,55,600
100000331,16-08-2020,08:33,100028,Male,28,Furniture,3,130,10.2,390
100000332,24-04-2021,11:28,1000138,Male,58,Furniture,4,1300,105,5200
100000333,06-10-2020,08:15,100021,Female,54,Furniture,4,1300,99,5200
100000334,16-10-2020,20:37,1000103,Male,31,Furniture,3,1300,360,3900
100000335,02-02-2020,09:23,10002,Female,47,Personal care,4,130,10.8,520
100000336,04-11-2021,13:05,100067,Female,52,Personal care,3,150,25,450
100000337,22-08-2021,17:56,10001,Male,38,Pharmaceuticals,1,1500,275,1500
100000338,05-02-2020,21:26,100044,Male,54,Personal care,2,150,20,300
100000339,18-08-2020,10:27,100033,Female,22,Furniture,2,125,10.25,250
100000340,19-09-2021,22:59,100054,Female,36,Pharmaceuticals,4,1300,294,5200
100000341,20-01-2021,17:06,10005,Male,31,Pharmaceuticals,4,150,18.5,600
100000342,05-11-2021,17:24,100085,Female,43,Pharmaceuticals,4,1500,500,6000
100000343,09-11-2020,18:44,100068,Male,21,Furniture,2,125,30,250
100000344,17-07-2020,09:47,100069,Female,42,Personal care,1,130,7.5,130
100000345,07-12-2020,18:56,1000104,Male,62,Furniture,1,130,13.5,130
100000346,05-09-2020,06:54,100038,Male,59,Pharmaceuticals,2,1500,215,3000
100000347,26-03-2020,19:31,100026,Male,42,Furniture,1,125,7,125
100000348,17-10-2020,20:20,100083,Female,35,Furniture,2,1300,147,2600
